locId,locName,countryCode,subnational1Code,subnational2Code,lat,lng,latestObsDt,numSpeciesAllTime
L13306428,Abbey Park (Great Missenden)--Warren Water (WeBS site),GB,GB-ENG,GB-ENG-BKM,51.6981553,-0.7015475,2021-12-20 00:00,27
L8047947,Abbey Park (Leicester),GB,GB-ENG,GB-ENG-LEC,52.6463921,-1.1318512,2022-03-06 14:03,49
L11701184,Abbey Pool,GB,GB-ENG,GB-ENG-CON,49.9461539,-6.3274537,2021-10-21 11:00,55
L12105012,Abbey Wood (LBC District),GB,GB-ENG,GB-ENG-LND,51.4902334,0.1219484,NA,NA
L10491001,Abbot's Wood (WT),GB,GB-ENG,GB-ENG-ESX,50.8455199,0.2204453,2022-02-26 19:32,79
L12105013,Abbots Langley (LBC District),GB,GB-ENG,GB-ENG-HRT,51.7010822,-0.4152982,2020-12-28 13:29,13
L6464294,Abbots Park,GB,GB-ENG,GB-ENG-HRT,51.7357144,-0.3196549,2017-11-11 10:50,14
L5762550,Abbots Pool LNR,GB,GB-ENG,GB-ENG-SOM,51.456173,-2.6691198,2022-01-08 15:30,38
L5792794,Abbotsbury Subtropical Gardens,GB,GB-ENG,GB-ENG-DOR,50.6635115,-2.6193904,2021-09-06 13:30,50
L3086042,Abbotsbury Swannery,GB,GB-ENG,GB-ENG-DOR,50.6542494,-2.6018286,2022-02-23 15:34,150
L5721212,Abbotts Hall Farm,GB,GB-ENG,GB-ENG-ESS,51.7945654,0.8457842,2020-10-23 13:00,86
L5821908,Abel Heath,GB,GB-ENG,GB-ENG-NFK,52.7990641,1.2252545,2019-05-04 00:07,7
L1290319,Aber (Caernarfonshire),GB,GB-WLS,GB-WLS-GWN,53.2391946,-4.0244122,2022-02-27 11:22,127
L1152259,Aber Dysynni estuary,GB,GB-WLS,GB-WLS-GWN,52.6114393,-4.1272545,2022-01-14 09:30,102
L5418341,Aber Falls (Rhaedr Fawr),GB,GB-WLS,GB-WLS-GWN,53.2111023,-3.996183,2021-06-17 12:34,73
L7286334,Aberaeron Harbour and Beach,GB,GB-WLS,GB-WLS-CGN,52.2430525,-4.2612451,2022-02-24 11:07,57
L973529,Aberbach Valley,GB,GB-WLS,GB-WLS-PEM,51.9737384,-5.0775826,2018-08-08 12:26,64
L10232111,Abercwmboi Lake,GB,GB-WLS,GB-WLS-RCT,51.6903652,-3.4090116,2021-01-09 08:00,48
L12105014,Aberdare Gardens,GB,GB-ENG,GB-ENG-LND,51.5420986,-0.1848263,NA,NA
L11694696,Aberdaron,GB,GB-WLS,GB-WLS-GWN,52.8039785,-4.7118558,2022-01-15 09:44,111
L1120377,Aberdeen Airport,GB,GB-SCT,GB-SCT-ABE,57.205,-2.1999,2022-01-23 11:30,29
L2563605,Aberdeen Harbour,GB,GB-SCT,GB-SCT-ABE,57.1422,-2.07401,2022-03-05 20:13,78
L6181514,Aberdeen to Lerwick Ferry,GB,GB-SCT,GB-SCT-ABD,58.3647614,-1.4291954,2018-04-02 08:00,31
L10059603,Aberdeen to Lerwick Ferry--Shetland end,GB,GB-SCT,GB-SCT-ZET,59.9034879,-0.9005654,2021-10-01 06:30,34
L10011146,Aberdeen to Lerwick Ferry--within 45 mins of Aberdeen,GB,GB-SCT,GB-SCT-ABE,57.1893722,-1.9361953,2021-09-30 16:00,35
L10219972,Aberdour Castle,GB,GB-SCT,GB-SCT-FIF,56.0554323,-3.2977867,2019-11-30 12:00,15
L1222884,Aberdulais Falls,GB,GB-WLS,GB-WLS-NTL,51.6941722,-3.7787447,2021-10-11 09:37,25
L17441486,Aberdyfi (Town),GB,GB-WLS,GB-WLS-GWN,52.5438354,-4.0458174,2022-01-15 20:30,2
L12086900,Abereiddi Bay,GB,GB-WLS,GB-WLS-PEM,51.9352453,-5.2068771,2021-09-22 10:15,37
L12105015,Aberford Park,GB,GB-ENG,GB-ENG-HRT,51.6632515,-0.2779076,2022-01-02 14:00,26
L5483948,Aberglasney Gardens,GB,GB-WLS,GB-WLS-CMN,51.8790005,-4.0633294,2022-01-27 14:00,43
L7353857,Abergorlech Woodland,GB,GB-WLS,GB-WLS-CMN,51.9845589,-4.0596457,2020-03-16 14:42,19
L919596,Aberlady Bay LNR,GB,GB-SCT,GB-SCT-ELN,56.0148887,-2.850244,2022-03-05 08:00,236
L933562,Abernethy Forest,GB,GB-SCT,GB-SCT-HLD,57.2409787,-3.6726952,2022-02-26 12:00,124
L5858783,Abernethy Forest--Forest Lodge,GB,GB-SCT,GB-SCT-HLD,57.2246126,-3.6280686,2021-04-27 08:00,82
L7486642,Abernethy Forest--Track South from Dell Lodge,GB,GB-SCT,GB-SCT-HLD,57.2570447,-3.6396503,2022-02-22 07:30,76
L6165224,Abernethy Forest--Twin Loch Trail,GB,GB-SCT,GB-SCT-HLD,57.238819,-3.7121129,2022-02-26 10:30,92
L11286890,Aberthaw NR,GB,GB-WLS,GB-WLS-VGL,51.3854893,-3.3825232,2022-01-20 14:43,59
L2386811,Aberystwyth New Promenade,GB,GB-WLS,GB-WLS-CGN,52.4155085,-4.0880406,2022-02-25 17:46,91
L11316967,Abhainn Neithich / River Nethy between Nethy Bridge and River Spey,GB,GB-SCT,GB-SCT-HLD,57.274285,-3.670087,2020-05-09 14:53,34
L12938082,Abingdon (Town),GB,GB-ENG,GB-ENG-OXF,51.673826,-1.2840814,2021-11-14 09:42,38
L17358127,Abingdon Sewage Treatment Works,GB,GB-ENG,GB-ENG-OXF,51.6538894,-1.2882187,2022-02-23 10:10,55
L7756025,Abington Park,GB,GB-ENG,GB-ENG-NTH,52.2469861,-0.8626854,2022-02-22 08:53,39
L7173230,Abney Hall Park LNR,GB,GB-ENG,GB-ENG-MAN,53.3978779,-2.2104728,2022-02-03 08:21,53
L7148667,Abney Park Cemetery LNR,GB,GB-ENG,GB-ENG-LND,51.5644041,-0.0770437,2022-02-23 14:33,38
L6013089,Abriachan Forest Trust,GB,GB-SCT,GB-SCT-HLD,57.385043,-4.4250011,2021-05-02 16:30,43
L2798141,Abriachan Wood WT Reserve,GB,GB-SCT,GB-SCT-HLD,57.3789865,-4.3794418,2021-10-12 17:50,67
L12105017,Abridge (Village),GB,GB-ENG,GB-ENG-ESS,51.6503187,0.1221889,NA,NA
L11890535,Academy Pools and Cut Throat Dene,GB,GB-ENG,GB-ENG-GAT,54.9407368,-1.3861517,2022-02-22 13:07,77
L12700255,Acer Grove,GB,GB-ENG,GB-ENG-GLS,51.8298442,-2.2866546,2020-09-07 14:30,3
L10960609,Acharacle,GB,GB-SCT,GB-SCT-HLD,56.741,-5.788,2021-08-18 11:16,38
L3857985,Achiltibuie,GB,GB-SCT,GB-SCT-HLD,58.0239598,-5.3509212,2021-10-04 13:30,68
L5592063,Achilty Woods,GB,GB-SCT,GB-SCT-HLD,57.5685655,-4.6424532,2021-11-21 14:20,42
L11860517,Achlean,GB,GB-SCT,GB-SCT-HLD,57.0553567,-3.8951299,2021-11-06 07:36,54
L7944385,Achmelvich Bay,GB,GB-SCT,GB-SCT-HLD,58.1699107,-5.3048508,2022-03-04 12:54,47
L5374417,Achnahaird Beach,GB,GB-SCT,GB-SCT-HLD,58.0678449,-5.3602552,2021-10-04 11:30,63
L12024416,Achnasheen,GB,GB-SCT,GB-SCT-HLD,57.579429,-5.073964,2021-10-31 09:00,32
L6562513,Achnashellach Forest,GB,GB-SCT,GB-SCT-HLD,57.4812339,-5.3047657,2018-10-18 07:56,47
L2564539,Achray Forest,GB,GB-SCT,GB-SCT-STG,56.20953,-4.3785667,2017-08-13 15:25,15
L12105018,Ackroyd Drive Green Link,GB,GB-ENG,GB-ENG-LND,51.5198264,-0.0283027,NA,NA
L2487048,Acle Straight--Scaregap Farm,GB,GB-ENG,GB-ENG-NFK,52.6228,1.67614,2021-03-29 17:21,51
L7586020,Acomb Wood and Meadow LNR,GB,GB-ENG,GB-ENG-NYK,53.9373154,-1.1329061,2022-01-04 10:18,42
L2868864,Acorn Bank (NT,GB,GB-ENG,GB-ENG-CMA,54.6478973,-2.5940287,2022-02-10 11:05,51
L8635300,Acre Nook Sand Quarry,GB,GB-ENG,GB-ENG-CHS,53.2489812,-2.2722381,2022-02-27 07:00,123
L10206323,Acta Centre Gardens and South Street Park,GB,GB-ENG,GB-ENG-BST,51.4386943,-2.604897,2022-02-09 12:38,38
L13257116,Acthorpe Top,GB,GB-ENG,GB-ENG-LIN,53.3721121,-0.0210108,2004-01-15 00:00,1
L12105019,Acton (LBC District),GB,GB-ENG,GB-ENG-LND,51.506542,-0.2678557,2021-06-28 10:00,3
L12105008,Acton Cemetery,GB,GB-ENG,GB-ENG-LND,51.5235742,-0.2631552,NA,NA
L8579401,Acton Green Common,GB,GB-ENG,GB-ENG-LND,51.4954154,-0.2634102,2021-09-19 12:03,6
L4460328,Acton Park,GB,GB-ENG,GB-ENG-LND,51.5076726,-0.2598873,2022-02-25 17:15,36
L7060601,Add Estuary,GB,GB-SCT,GB-SCT-AGB,56.0761073,-5.5326676,2021-09-25 15:00,78
L12105032,Addington (LBC District),GB,GB-ENG,GB-ENG-LND,51.3579698,-0.0292614,NA,NA
L12105033,Addington Hills,GB,GB-ENG,GB-ENG-LND,51.3620451,-0.0578194,2021-04-14 10:00,28
L11642840,Addington Manor and Park,GB,GB-ENG,GB-ENG-BKM,51.948511,-0.9125,2020-12-01 08:04,30
L12105034,Addington Vale Park,GB,GB-ENG,GB-ENG-LND,51.3445901,-0.0109822,1975-05-14 14:00,1
L12105035,Addiscombe (LBC District),GB,GB-ENG,GB-ENG-LND,51.3812039,-0.0742553,NA,NA
L11350251,Addiscombe Railway Park,GB,GB-ENG,GB-ENG-LND,51.3834512,-0.0759947,2021-03-31 18:45,12
L12105036,Addlestone (LBC District),GB,GB-ENG,GB-ENG-SRY,51.3710997,-0.4885038,NA,NA
L12105037,Addlestonemoor (LBC District),GB,GB-ENG,GB-ENG-SRY,51.3792273,-0.4911103,NA,NA
L4463991,Adel Dam,GB,GB-ENG,GB-ENG-WKF,53.8669533,-1.5857005,2022-01-08 15:02,78
L4143838,Adlington Golf Centre Driving Range Area,GB,GB-ENG,GB-ENG-CHS,53.3351448,-2.141873,2022-02-11 16:30,102
L3710789,Admiral's Walk Lake,GB,GB-ENG,GB-ENG-HRT,51.7548777,-0.0061798,2022-02-11 16:45,72
L1022047,Admiralty Point to Ongar Hill Marsh,GB,GB-ENG,GB-ENG-NFK,52.7988695,0.3544807,2020-07-02 10:05,178
L10149803,Adswood Tip,GB,GB-ENG,GB-ENG-MAN,53.3802544,-2.1766594,2022-01-06 09:48,54
L10517308,Adur Estuary RSPB Reserve,GB,GB-ENG,GB-ENG-WSX,50.8309291,-0.2800032,2022-02-11 13:30,87
L6623715,Adwick Washlands RSPB Reserve,GB,GB-ENG,GB-ENG-BNS,53.518778,-1.296301,2022-03-06 13:41,128
L9759174,Ae Forest,GB,GB-SCT,GB-SCT-DGY,55.2246228,-3.644379,2021-06-10 10:39,24
L6047905,Afon Alaw Estuary,GB,GB-WLS,GB-WLS-AGY,53.3050057,-4.5452821,2022-01-01 14:23,83
L17040240,Afon Conwy in Beddgelert and Gelert's Grave,GB,GB-WLS,GB-WLS-GWN,53.0095013,-4.1004605,2021-10-11 15:00,1
L2402137,Afon Ogwr / Ogmore River--Mouth,GB,GB-WLS,GB-WLS-BGE,51.4674563,-3.6412811,2022-01-04 15:16,106
L12276940,Afon Ogwr / Ogmore River--Ogmore Castle to mouth,GB,GB-WLS,GB-WLS-VGL,51.4736628,-3.6261559,2022-02-21 13:31,72
L1271337,Afon Taff at Laugharne,GB,GB-WLS,GB-WLS-CMN,51.7739744,-4.4547844,2022-02-26 09:50,85
L3769992,Afton Down,GB,GB-ENG,GB-ENG-IOW,50.6688901,-1.5053952,2021-10-10 12:40,40
L10908192,Afton Marshes LNR,GB,GB-ENG,GB-ENG-IOW,50.6757253,-1.5109254,2021-06-12 14:36,35
L10160495,Agden Bog SRWT NR,GB,GB-ENG,GB-ENG-BNS,53.4346419,-1.6222471,2021-06-20 15:30,69
L5050713,Agden Reservoir,GB,GB-ENG,GB-ENG-BNS,53.4287822,-1.6105807,2022-01-05 10:50,71
L10151404,Agden Side Rd,GB,GB-ENG,GB-ENG-BNS,53.4395531,-1.6185895,2022-01-05 11:30,59
L4855661,Aigas Field Centre  (Restricted access),GB,GB-SCT,GB-SCT-HLD,57.4377899,-4.5696259,2021-10-09 07:00,70
L14646650,Aignish / Aiginis,GB,GB-SCT,GB-SCT-ELS,58.2113643,-6.2712676,2022-01-01 11:00,58
L12105039,Aimes Green (Village and woods),GB,GB-ENG,GB-ENG-ESS,51.707873,0.0206542,2022-03-01 13:00,17
L11764141,Ainsdale Beach,GB,GB-ENG,GB-ENG-KWL,53.608792,-3.065618,2022-03-06 11:42,87
L12105040,Ainslie Wood LNR,GB,GB-ENG,GB-ENG-LND,51.6107128,-0.0114473,NA,NA
L5698214,Aira Force,GB,GB-ENG,GB-ENG-CMA,54.5741015,-2.9291439,2021-12-25 12:40,82
L5589370,Aird of Sleat,GB,GB-SCT,GB-SCT-HLD,57.0335679,-5.9692446,2015-06-19 00:00,23
L6089697,Airds Moss RSPB Reserve--North,GB,GB-SCT,GB-SCT-EAY,55.5055095,-4.1628399,2021-09-07 09:00,7
L6089329,Airds Moss RSPB Reserve--South,GB,GB-SCT,GB-SCT-EAY,55.4816356,-4.235281,2022-03-04 09:30,53
L10578030,Aire & Calder Canal at Knottingley,GB,GB-ENG,GB-ENG-WKF,53.7138413,-1.2653733,2005-07-06 00:00,2
L13428829,Aith Voe (Bressay),GB,GB-SCT,GB-SCT-ZET,60.1733142,-1.0829187,1987-06-06 00:00,26
L12469174,Aith and Aith Ness,GB,GB-SCT,GB-SCT-ZET,60.1715132,-1.0747758,2020-10-06 17:00,4
L10192019,Aith on Aith Voe,GB,GB-SCT,GB-SCT-ZET,60.2830935,-1.3759089,2021-10-22 11:45,67
L11170123,Aithbank Böd,GB,GB-SCT,GB-SCT-ZET,60.5880415,-0.8292583,2021-06-19 10:43,20
L11346708,Akenham Parish,GB,GB-ENG,GB-ENG-SFK,52.0957076,1.1337006,2022-01-20 10:38,52
L11574439,Akermoor Loch,GB,GB-SCT,GB-SCT-SCB,55.4791353,-2.939845,2006-02-03 09:00,18
L11029246,Alan Hersey NR,GB,GB-ENG,GB-ENG-IOW,50.7211056,-1.1186808,2022-03-02 10:41,88
L7559856,Albany Park,GB,GB-ENG,GB-ENG-BRC,51.482722,-0.517927,2019-12-08 15:57,36
L12105041,Albany Park (LBC District),GB,GB-ENG,GB-ENG-LND,51.4343873,0.1265536,NA,NA
L8250714,Albert Park,GB,GB-ENG,GB-ENG-MAN,53.4996677,-2.2641127,2022-01-21 17:11,19
L1318024,Albert Village Lake,GB,GB-ENG,GB-ENG-LEC,52.7533632,-1.5499313,2022-01-09 14:27,94
L12105042,Albion Pools,GB,GB-ENG,GB-ENG-LND,51.5224268,0.1941128,NA,NA
L13123164,Albury Ponds / Weston Fishery,GB,GB-ENG,GB-ENG-SRY,51.2218036,-0.4912025,2021-12-05 10:35,7
L12105043,Albyns Farm,GB,GB-ENG,GB-ENG-ESS,51.6501566,0.1800129,NA,NA
L12105608,Aldborough Hall NR / Fairlop Quarry NR,GB,GB-ENG,GB-ENG-LND,51.5866733,0.1105585,2022-02-21 16:40,48
L12105044,Aldborough Hatch (LBC District),GB,GB-ENG,GB-ENG-LND,51.5832543,0.1013828,2021-11-11 13:20,16
L13306714,Aldbury (Village),GB,GB-ENG,GB-ENG-HRT,51.8031617,-0.6019613,2022-01-02 12:00,8
L5294342,Aldbury Nowers SSSI,GB,GB-ENG,GB-ENG-HRT,51.8079142,-0.6223927,2018-05-20 11:55,37
L14034009,Aldbury Stocks Road Rookery (2021 relocation),GB,GB-ENG,GB-ENG-HRT,51.8117386,-0.6036465,2021-03-22 07:34,1
L13306673,Aldbury Walk Wood (Rookery),GB,GB-ENG,GB-ENG-HRT,51.811866,-0.6059975,2021-01-17 13:35,5
L11533048,Aldcliffe Marsh (Restricted access - keep to the footpath),GB,GB-ENG,GB-ENG-LAN,54.045525,-2.8386406,2022-02-09 10:09,108
L5214832,Aldeburgh Shore,GB,GB-ENG,GB-ENG-SFK,52.1517133,1.6028452,2021-12-31 13:03,104
L3576449,Aldeburgh Town Marshes,GB,GB-ENG,GB-ENG-SFK,52.1499638,1.5865588,2022-02-11 12:53,166
L12105045,Aldenham (Village),GB,GB-ENG,GB-ENG-HRT,51.6732196,-0.3511821,NA,NA
L4640968,Aldenham Country Park and Reservoir,GB,GB-ENG,GB-ENG-HRT,51.6455701,-0.3114367,2021-12-26 08:32,94
L12105047,Aldenham Golf Club (Keep to footpaths),GB,GB-ENG,GB-ENG-HRT,51.6760744,-0.3618867,NA,NA
L12105048,Aldenham School,GB,GB-ENG,GB-ENG-HRT,51.6629843,-0.32697,NA,NA
L4002523,Alder Carr,GB,GB-ENG,GB-ENG-NFK,52.9243179,1.0440888,2021-11-13 12:35,61
L17253785,Alder Hills LNR,GB,GB-ENG,GB-ENG-DOR,50.7373426,-1.9123485,2019-04-01 00:00,16
L12105049,Alderbourne Watercress Beds,GB,GB-ENG,GB-ENG-BKM,51.5547931,-0.5175056,NA,NA
L6342573,Alderfen Broad NWT NR,GB,GB-ENG,GB-ENG-NFK,52.7226298,1.4852749,2016-12-26 00:00,43
L11567498,Alderford Common SSSI,GB,GB-ENG,GB-ENG-NFK,52.7221036,1.1504452,2021-05-27 18:35,48
L6423515,Alderley Edge NT,GB,GB-ENG,GB-ENG-CHS,53.2962948,-2.2117887,2022-02-27 14:04,61
L5966884,Alderman Canal LNR,GB,GB-ENG,GB-ENG-SFK,52.056506,1.1412477,2021-09-25 11:38,49
L12105050,Aldersbrook (LBC District),GB,GB-ENG,GB-ENG-LND,51.565484,0.0374229,2022-02-26 15:14,25
L3955258,Aldershot Manor Park--Large Pond,GB,GB-ENG,GB-ENG-HAM,51.2440583,-0.754028,2015-10-11 11:00,5
L16490604,Aldford Brook at Lower Lane,GB,GB-ENG,GB-ENG-CHS,53.120489,-2.8628209,2021-10-09 16:19,34
L4143973,Aldford to Crook of Dee,GB,GB-ENG,GB-ENG-CHS,53.1257144,-2.8789211,2021-12-04 09:30,92
L12105051,Aldgate (LBC District),GB,GB-ENG,GB-ENG-LND,51.5138687,-0.0750581,2019-04-26 00:00,1
L12105052,Aldgate East Station,GB,GB-ENG,GB-ENG-LND,51.5151887,-0.0722683,NA,NA
L10891907,Aldwickbury Park Reservoir,GB,GB-ENG,GB-ENG-HRT,51.818475,-0.325124,2022-02-06 08:51,54
L12105053,Alexandra Lake,GB,GB-ENG,GB-ENG-ESS,51.4871271,0.2800329,2022-01-09 11:18,63
L13480471,Alexandra Park (Bath),GB,GB-ENG,GB-ENG-SOM,51.3735851,-2.3593397,2021-12-21 12:22,18
L9289476,Alexandra Park (Glasgow),GB,GB-SCT,GB-SCT-GLG,55.8656795,-4.2024422,2022-01-04 13:15,48
L3409810,Alexandra Park (Hastings),GB,GB-ENG,GB-ENG-ESX,50.8656832,0.5679309,2020-01-01 09:15,48
L939855,Alexandra Park (London),GB,GB-ENG,GB-ENG-LND,51.5933888,-0.1266003,2022-03-06 14:38,149
L5878914,Alexandra Park (Manchester),GB,GB-ENG,GB-ENG-MAN,53.451567,-2.2493219,2022-03-01 10:27,72
L7363837,Alexandra Park (Oldham),GB,GB-ENG,GB-ENG-MAN,53.5331165,-2.1050577,2021-11-16 15:10,38
L11540157,Alexandra Park (Stockport),GB,GB-ENG,GB-ENG-MAN,53.3986877,-2.1716455,2021-12-26 13:29,20
L12105055,Alexandra Recreation Ground and Allotments,GB,GB-ENG,GB-ENG-LND,51.3852582,-0.2868249,2022-01-01 07:26,46
L10802858,Alfold farmland,GB,GB-ENG,GB-ENG-SRY,51.1028608,-0.5233655,2020-02-18 12:36,29
L4886759,Alice Holt Forest,GB,GB-ENG,GB-ENG-HAM,51.1772875,-0.8495092,2020-12-06 12:12,46
L5812365,Aline Community Woodland,GB,GB-SCT,GB-SCT-ELS,58.0389476,-6.7166497,2020-07-30 12:31,23
L1914241,Alkborough Flats,GB,GB-ENG,GB-ENG-LIN,53.6919294,-0.6774616,2022-02-26 14:20,207
L16722480,Alkrington Woods LNR,GB,GB-ENG,GB-ENG-MAN,53.5407674,-2.2089713,2022-03-03 13:10,74
L12105056,All Saints Churchyard (Carshalton),GB,GB-ENG,GB-ENG-LND,51.3646364,-0.1630859,NA,NA
L4979187,All Saints Park (MMU),GB,GB-ENG,GB-ENG-MAN,53.4703539,-2.2383616,2022-03-04 13:20,36
L13914735,Allangrange,GB,GB-SCT,GB-SCT-HLD,57.531077,-4.299182,2022-02-01 15:45,44
L6089677,Allanton Plains pits,GB,GB-SCT,GB-SCT-EAY,55.6110905,-4.1941681,2009-04-17 13:00,7
L7507349,Allen Banks and Staward Gorge (NT),GB,GB-ENG,GB-ENG-NBL,54.9619959,-2.3173428,2022-03-01 11:15,76
L12105057,Allen Gardens,GB,GB-ENG,GB-ENG-LND,51.5222703,-0.0695793,2021-07-24 14:58,7
L16776397,Allenheads,GB,GB-ENG,GB-ENG-NBL,54.8032137,-2.2201544,2004-05-29 00:00,29
L2720099,Aller Moor,GB,GB-ENG,GB-ENG-SOM,51.2086158,-2.8086205,2012-01-04 13:00,6
L8366225,Allerthorpe Common YWT NR,GB,GB-ENG,GB-ENG-ERY,53.9193788,-0.8452606,2022-01-23 13:13,75
L15498683,Allerton Bywater Lagoons,GB,GB-ENG,GB-ENG-WKF,53.7466688,-1.3737891,2008-08-17 00:00,1
L12379543,Allesley Parish,GB,GB-ENG,GB-ENG-SAW,52.4332386,-1.5730901,2022-01-23 09:42,52
L2402585,Allestree Park,GB,GB-ENG,GB-ENG-DBY,52.9605498,-1.4859438,2022-03-03 08:24,64
L4757416,Allhallows Coast and Meadows,GB,GB-ENG,GB-ENG-KEN,51.4746741,0.6564546,2022-02-24 13:40,136
L9994387,Allscott Settling Pools SSSI (no current access),GB,GB-ENG,GB-ENG-SHR,52.710926,-2.5961831,2014-12-31 15:00,108
L10470139,Allt Bwlch-careg-fynydd & Allt y Garn,GB,GB-WLS,GB-WLS-CMN,51.8216449,-4.0564714,2022-01-21 00:00,35
L5463428,Allt Rhyd y Groes NNR,GB,GB-WLS,GB-WLS-CGN,52.1159142,-3.8017631,2021-06-13 12:26,44
L8300845,Alltnaharrie / Allt na h-Airbhe,GB,GB-SCT,GB-SCT-HLD,57.8864711,-5.1823127,2002-03-28 00:00,13
L12800146,Almholme Flash (Drained by 2005),GB,GB-ENG,GB-ENG-BNS,53.568962,-1.1166581,2001-07-28 00:00,3
L948891,Almond River Mouth and Parkway,GB,GB-SCT,GB-SCT-EDH,55.9807617,-3.2996321,2022-03-06 11:13,126
L5631766,Almondell and Calderwood Country Park,GB,GB-SCT,GB-SCT-WLN,55.9012544,-3.4625898,2021-03-27 11:24,46
L10948511,Almswall Park,GB,GB-SCT,GB-SCT-NAY,55.6496875,-4.693893,2019-02-27 11:00,33
L10194420,Aln Estuary,GB,GB-ENG,GB-ENG-NBL,55.3887363,-1.6217872,2021-07-15 07:45,100
L5043989,Alners Gorse Butterfly Reserve,GB,GB-ENG,GB-ENG-DOR,50.8922791,-2.3748279,2021-08-16 07:56,63
L6229383,Alness Point,GB,GB-SCT,GB-SCT-HLD,57.67731,-4.2586613,2022-01-23 13:16,102
L10858292,Alnmouth (Village),GB,GB-ENG,GB-ENG-NBL,55.3900525,-1.6129465,2021-06-22 11:30,60
L3970366,Alnmouth Beach,GB,GB-ENG,GB-ENG-NBL,55.3892521,-1.6041327,2021-09-19 15:17,109
L9210662,Alnmouth Railway Station,GB,GB-ENG,GB-ENG-NBL,55.3927615,-1.6367323,2019-05-06 18:50,13
L8467882,Alnwick Castle and Gardens,GB,GB-ENG,GB-ENG-NBL,55.4151965,-1.7026244,2021-09-01 14:17,48
L12105058,Alperton (LBC District),GB,GB-ENG,GB-ENG-LND,51.5403712,-0.2941544,NA,NA
L5699472,Alport Castles Viewpoint,GB,GB-ENG,GB-ENG-DBY,53.4208757,-1.7888671,2020-05-22 14:14,13
L4309918,Alresford Watercress Beds,GB,GB-ENG,GB-ENG-HAM,51.0968949,-1.1648559,2022-03-06 13:29,68
L6065225,Alston Wetland,GB,GB-ENG,GB-ENG-LAN,53.8192504,-2.6009703,2022-02-21 13:45,135
L11853900,Altcar Moss,GB,GB-ENG,GB-ENG-LAN,53.542587,-3.026808,2021-02-06 15:15,52
L7899915,Alton Towers,GB,GB-ENG,GB-ENG-STS,52.986771,-1.883421,2022-01-13 14:51,56
L1027196,Alton Water,GB,GB-ENG,GB-ENG-SFK,51.9821313,1.1200905,2022-02-21 09:00,155
L5237914,Alton Water--Lemons Hill,GB,GB-ENG,GB-ENG-SFK,51.9950981,1.1109767,2022-01-09 14:00,88
L7381154,Altrincham Sewage Works,GB,GB-ENG,GB-ENG-MAN,53.4123457,-2.3731327,2022-03-03 09:10,127
L2680588,Alturlie,GB,GB-SCT,GB-SCT-HLD,57.5054665,-4.1475534,2022-02-17 10:15,146
L2729930,Alva Glen,GB,GB-SCT,GB-SCT-CLK,56.1582184,-3.7948966,2019-09-29 12:54,38
L11450268,Alva Woodland Park,GB,GB-SCT,GB-SCT-CLK,56.1556581,-3.7713146,2022-03-06 10:00,34
L8575618,Alvaston Park,GB,GB-ENG,GB-ENG-DBY,52.9054005,-1.4391904,2022-02-10 13:58,62
L8922762,Alvecote Pools WWT NR,GB,GB-ENG,GB-ENG-WAR,52.6424023,-1.6340967,2022-02-25 15:55,85
L13064016,Alver Valley Country Park,GB,GB-ENG,GB-ENG-HAM,50.8022914,-1.1853458,2022-03-05 11:58,40
